id,name,year,site
8873,Copenhagen Chess Challenge 2012,2012,Ballerup DEN
8874,TCh-AUT 2 East 2012-13,2012,Austria AUT
8875,24th Leuven Open,2012,Leuven BEL
8876,VIII Wroclaw Open A 2013,2013,Wroclaw POL
8877,6th Jessie Gilbert Open 2013,2013,Coulsdon ENG
8878,TCh-ISL Div1 2013-14,2014,Reykjavik ISL
8879,2nd Pontevedra Open 2014,2014,Pontevedra ESP
8880,2nd Behin Cup 2014,2014,Tehran IRI
8881,2nd Gligoric Cup 2014,2014,Kragujevac SRB
8882,Canterbury Summer Swiss,2014,Melbourne AUS
8883,TCh-CRO Final 2015,2015,Sibenik CRO
8884,2nd Pleven Open 2015,2015,Pleven BUL
8885,15th Marienbad GM 2016,2016,Marianske Lazne CZE
8886,World Blitz Women 2016,2016,Doha QAT
8887,Livny GM 2017,2017,Livny RUS
8888,ch-POR 2018,2018,Braga POR
8889,ch-SRB Semi-Final 2019,2019,Kragujevac SRB
8890,Asian Zonal zt 3.2 w 2019,2019,Dhaka BAN
8891,16th Balagna Rapid Open,2019,Balagna FRA
8892,Mentese WGM 2019,2019,Mentese TUR
8893,5th CNE ch-NED Rapid w,2019,Amstelveen NED
8894,Titled Tues 6th Oct Final,2020,chess.com INT
8895,1st Merida World Heritage,2021,Merida (Badajoz) ESP
8896,Agios Nikolaos op,1997,Agios Nikolaos
8897,DPMM 9899,1999,Lippstadt
8898,Grand Prix de Bordeaux,1999,Bordeaux
8899,La Perla Open,2000,Lugano SUI
8900,108th ch-NZL,2001,Auckland NZL
8901,TCh-SCG,2004,Petrovac SCG
8902,WYb18,2007,Kemer TUR
8903,XVII TCh-MKD,2008,Struga MKD
8904,Phillips 66 FIDE Classic,2010,Woolaroc USA
8905,Sten Open,2011,Hradec Kralove CZE
8906,SCCF Candidates,2011,Los Angeles USA
8907,ch-Euro Youth b16,2011,Albena BUL
8908,14th Euro Indiv 2013,2013,Legnica POL
8909,40th Seville Open 2015,2015,Seville ESP
8910,Expo Milan Chess Move,2015,Milan ITA
8911,TCh-ESP 2nd Div 2015,2015,Padron ESP
8912,Lichtenrader Herbst 2015,2015,Berlin GER
8913,24th Troya Open 2016,2016,Canakkale TUR
8914,ch-AZE w 2018,2018,Baku AZE
8915,13th Deizisau Autumn Open,2018,Deizisau GER
8916,Kibizov Memorial B 2019,2019,Chelyabinsk RUS
8917,World Senior 50+ w 2019,2019,Bucharest ROU
8918,33rd British Rapid 2019,2019,Pudsey ENG
8919,RADNICKICHESS T2R-IM 2021,2021,Belgrade SRB
8920,Montenegro IM Feb 2021,2021,Niksic MNE
8921,TCh-EUR Senior +50 2021,2021,Prague CZE
8922,Benidorm Open A 2021,2021,Benidorm ESP
8923,100th Ann. Geneva CC,2001,Geneva SUI
8924,Narciso Yepes Mem,2007,Lorca ESP
8925,25th ECC,2009,Ohrid MKD
8926,Graz Casino Open 2014,2014,Graz AUT
8927,12th ch-Volga Region w 2014,2014,Togliatti RUS
8928,46th ch-MGL w 2014,2014,Govi-Altai MGL
8929,28th Belgrade Trophy 2014,2014,Belgrade SRB
8930,Bunratty Masters 2016,2016,Bunratty IRL
8931,43rd La Roda Open 2016,2016,La Roda ESP
8932,2nd Ceramica Corund Open,2016,Corund ROU
8933,St Louis Fall B 2017,2017,Saint Louis USA
8934,80th Tata Steel GpB,2018,Wijk aan Zee NED
8935,Astana Open GM Norm 2018,2018,Astana KAZ
8936,TCh-ESP Div 1 2019,2019,Linares ESP
8937,Women's Speed Chess GP1,2020,chess.com INT
8938,Vezerkepzo IM Oct/Nov,2021,Budapest HUN
8939,Lausanne YM sf,1999,Lausanne
8940,Helsingor Jub,1999,Helsingor
8941,1st TCH-MNE,2006,Herceg Novi MNE
8942,7th ch-Euro Senior,2007,Hockenheim GER
8943,TCh-CZE-SLO w Extraliga,2011,Orlova CZE
8944,ch-Moscow w 2013,2013,Moscow RUS
8945,Pobeskydi Open 2014,2014,Frydek-Mistek CZE
8946,13th Asian Continental w 2014,2014,Sharjah UAE
8947,ch-CHN w 2015,2015,Xinghua CHN
8948,St Louis Inv IM 2016,2016,Saint Louis USA
8949,HSG Open 2016,2016,Hilversum NED
8950,Millionaire KO U2550,2016,Atlantic City USA
8951,Zahoracky IM 2017,2017,Senica SVK
8952,88th ch-GER 2017,2017,Apolda GER
8953,1st Puchong Friday IM Oct,2017,Puchong MAS
8954,3rd HSK Weihnachtsopen,2017,Hamburg GER
8955,ch-Sarajevo 2018,2018,Sarajevo BIH
8956,3rd German Women Masters,2018,Dresden GER
8957,FSGM August 2018,2018,Budapest HUN
8958,St Petersburg GM 2018,2018,St Petersburg RUS
8959,5th Manojlovica Mem 2019,2019,Valjevo SRB
8960,ch-TUR 2019,2019,Kemer TUR
8961,Jorge Luis Borges Mem,2020,Buenos Aires ARG
8962,Online Chess Stars GpA,2020,chess24.com INT
8963,Barcelona IM 16 Feb 2021,2021,Barcelona ESP
8964,1st Conil International,2021,Conil de la Frontera ESP
8965,Copa Samanel 4th,1998,Dominican rep
8966,Quebec-ch ,1999,Montreal
8967,ECh-u20 Girls,2000,Aviles ESP
8968,ch-AUS,2002,Melbourne AUS
8969,29th Guernsey Open,2003,Les Dicqs GCI
8970,ch-EST w,2006,Tallinn EST
8971,Surfers Paradise Open,2010,Gold Coast AUS
8972,Integra NSW Open,2011,Parramatta AUS
8973,SPA Open A,2011,Amsterdam NED
8974,2nd Science Park Open A,2012,Amsterdam NED
8975,Styrian Open A 2013,2013,Bad Gleichenberg AUT
8976,Werner-Ott-Open 2013,2013,Berlin GER
8977,Int ch-Central SRB Open A 2014,2014,Paracin SRB
8978,21st Abu Dhabi Masters 2014,2014,Abu Dhabi UAE
8979,Oslo International 2014,2014,Oslo NOR
8980,14th Rochefort Open 2015,2015,Rochefort FRA
8981,TCh-AUT 2nd Ost 2015-16,2015,Austria AUT
8982,24th Donau Open 2015,2015,Aschach AUT
8983,27th Roquetas de Mar Open,2016,Roquetas de Mar ESP
8984,TCh-CAT Gp2 2016,2016,Barcelona ESP
8985,3rd ChessBomb Open 2016,2016,Sofia BUL
8986,Sharjah 21 Rapid Op 2016,2016,Sharjah UAE
8987,26th Erfurt Master Open,2016,Erfurt GER
8988,1st Fischer Mem GM 2017,2017,Heraklion GRE
8989,Karel Prucha Mem 2017,2017,Prague CZE
8990,Vasteras Open 2017,2017,Vasteras SWE
8991,33rd Voivoda Cup 2017,2017,Legnica POL
8992,78th Noteboom Open,2018,Leiden NED
8993,Lueneburg Open A 2018,2018,Lueneburg GER
8994,1st Magistral Integracion,2021,Montevideo URU
8995,PanAm Junior Girls,2001,Yucay PER
8996,Jacques Lemans Open,2002,St Veiter AUT
8997,2nd Asean GM,2004,Bangkok THA
8998,FSGM May,2008,Budapest HUN
8999,UAE President's Cup,2008,Al Ain UAE
9000,10th Weiz City Open,2011,Weiz AUT
9001,29th Muensterland Open,2011,Senden GER
9002,Spice Cup Open,2012,Saint Louis USA
9003,Science Park Open A 2015,2015,Amsterdam NED
9004,Kecskemet GM Jan 2016,2016,Kecskemet HUN
9005,Aeroflot Open A 2016,2016,Moscow RUS
9006,ch-POR 2016,2016,Barcelos POR
9007,ch-NED Rapid Women 2016,2016,Amstelveen NED
9008,European Blitz 2016,2016,Tallinn EST
9009,ch-NED Rapid Women 2017,2017,Amstelveen NED
9010,1st Zurich Easter Op 2018,2018,Zurich SUI
9011,ch-ITA Semiblitz 2018,2018,Chianciano Terme ITA
9012,Monastir Open 2018,2018,Monastir TUN
9013,LAT President's Blitz Cup,2019,Riga LAT
9014,Josef Kupper Mem 2019,2019,Zurich SUI
9015,Virginia op,1999,Fredericksburg
9016,Open Victor Syre Mem,2000,Issy Les Moulineaux FRA
9017,IRT,2005,Posadas ARG
9018,ch-VIE Men Places,2011,Da Lat VIE
9019,FSFMB July,2011,Budapest HUN
9020,6th ch-Cent SRB Int 2013,2013,Paracin SRB
9021,26th Porto San Giorgio Op,2015,Porto San Giorgio ITA
9022,Women's Speed Chess GP2,2020,chess.com INT
9023,ch-SWE Master Elite 2021,2021,Helsingborg SWE
9024,Saint Louis Blitz 2021,2021,Saint Louis USA
9025,Atlantic op,1999,Washington DC
9026,2nd Moudania Open 2016,2016,Halkidiki GRE
9027,49th Mar Del Plata Open,2018,Mar del Plata ARG
9028,6th Pontevedra Open 2018,2018,Pontevedra ESP
9029,Larsen Memorial 2018,2018,Aalborg DEN
9030,CCCSA Fall GM 2020,2020,Charlotte USA
9031,ARG-ROW,1998,ICC Internet
9032,12th Chicago Open,2003,Oak Brook USA
9033,ch-IRI,2003,Mashad IRI
9034,ch-VSF,2004,Bilzen BEL
9035,Oceania Zonal,2009,Gold Coast AUS
9036,14th HZ Open,2010,Vlissingen NED
9037,FSIM April,2011,Budapest HUN
9038,WYCC U16 Girls,2011,Caldas Novas BRA
9039,9th Edmonton Int 2014,2014,Edmonton CAN
9040,7th d'Ille et Vilaine Open 2014,2014,Rennes FRA
9041,NFD Cup Final B 2016,2016,St Petersburg RUS
9042,Bolton Easter 2017,2017,Bolton ENG
9043,CCCSA Winter GMB 2018,2018,Charlotte USA
9044,17th Marienbad IMB2 2018,2018,Marianske Lazne CZE
9045,25th Bunratty Masters,2018,Bunratty IRL
9046,212th MGU Open 2018,2018,Sofia BUL
9047,ch-NED w 2018,2018,Amsterdam NED
9048,5th Capablanca Mem GM,2018,Anogia GRE
9049,Third Saturday 93 GM 2018,2018,Backi Petrovac SRB
9050,6th Fischer Mem GM 2019,2019,Irakleio GRE
9051,7th Pontevedra Open 2019,2019,Pontevedra ESP
9052,45th Guernsey Open 2019,2019,Vale GCI
9053,Obro New Year 2019,2019,Copenhagen DEN
9054,SWE-DEN Women's Match,2020,chess24.com INT
9055,FSGM May 2021,2021,Budapest HUN
9056,Cologne op,1997,Cologne
9057,Bundesliga 9697,1997,Germany
9058,EuroTel Trophy,1999,Prague
9059,XXII Open,2006,Reykjavik ISL
9060,11th Liberec Open,2010,Liberec CZE
9061,2nd Maksym Yusupov Mem 2014,2014,Lviv UKR
9062,FSGM September 2014,2014,Budapest HUN
9063,Chess in Kecskemet IM Dec,2014,Kecskemet HUN
9064,ch-NED Qual Women 2015,2015,Amsterdam NED
9065,Minsk Open 2015,2015,Minsk BLR
9066,TCh-FRA Top 12 w GpB 2016,2016,Mulhouse FRA
9067,11th Deizisau Autumn Open,2016,Deizisau GER
9068,Ceske Budejovice GM 2017,2017,Ceske Budejovice CZE
9069,SS Manhem GM 2017,2017,Gothenburg SWE
9070,8th Biella Open 2017,2017,Biella ITA
9071,29th Roquetas de Mar Open,2018,Roquetas de Mar ESP
9072,ch-MDA 2018,2018,Chisinau MDA
9073,Puchong 1st Friday IM Jan,2018,Puchong MAS
9074,FSFM March 2018,2018,Budapest HUN
9075,22nd Cap Aurora Open 2018,2018,Cap Aurora ROU
9076,CCCSA Spring IM 2019,2019,Charlotte USA
9077,1st Torrelavega GM 2021,2021,Torrelavega ESP
9078,TCh-SVK 2021-22,2021,Slovakia SVK
9079,Ch-Kaissa Club,2001,Kharkov UKR
9080,28th ch-YUG Youth Women,2002,Obrenovac YUG
9081,3rd OUCC Open,2003,Oxford ENG
9082,ch-Commonwealth 2015,2015,Delhi IND
9083,7th Lublin vs Lviv Match,2015,Lublin POL
9084,9th Carlos I Open 2017,2017,Sanxenxo ESP
9085,Third Sat 114 GM 2019,2019,Novi Sad SRB
9086,Majstrovstva SR GM 2020,2020,Drienica SVK
9087,RADNICKICHESS IM 2021,2021,Belgrade SRB
9088,13th Goodricke,2002,Calcutta IND
9089,21st ECC,2005,Saint Vincent ITA
9090,TCh-Moscow 2015,2015,Moscow RUS
9091,10th ch-SRB w 2016,2016,Kragujevac SRB
9092,Mondariz-Balneario IM,2016,Mondariz-Balneario ESP
9093,2nd IIFL Wealth Mumbai Op,2016,Mumbai IND
9094,16th Bergamo Open 2017,2017,Bergamo ITA
9095,22nd Cesenatico Open 2018,2018,Cesenatico ITA
9096,Verona Open 2019,2019,Verona ITA
9097,XXIX Elgoibar GM 2019,2019,Elgoibar ESP
9098,Karlstad Open 2019,2019,Karlstad SWE
9099,Molodezhka vs CRO 2020,2020,lichess.org INT
9100,Katara Bullet Final 2021,2021,lichess.org INT
9101,III Pereyra Mem,2004,Mendoza ARG
9102,FSGM April,2008,Budapest HUN
9103,16th TCh-RUS HL,2009,Dagomys RUS
9104,Copper State Int,2009,Mesa USA
9105,21st MGU Open,2011,Sofia BUL
9106,TCh-BEL 2010-11,2011,Namur BEL
9107,5th Metropolitan Qualifier,2011,Los Angeles USA
9108,Arab Games Classical Women 2011,2011,Doha QAT
9109,Western Pacific Open 2013,2013,Los Angeles USA
9110,4th Sardaran Open 2015,2015,Urmia IRI
9111,K Novikov Memorial 2016,2016,Dubna RUS
9112,3rd LBHM All India Rated ,2019,Pune IND
9113,ASA Masters-Juniors,1997,Tel Aviv
9114,GER-ch U14 int,1999,Hamburg
9115,Paul Keres mem,2000,Tallinn EST
9116,ch-PHI Women,2001,Quezon City PHI
9117,Kochan Mem Open,2001,Koszalin POL
9118,ch-IND National A,2003,Calicut IND
9119,22nd Spring Festival Open,2006,Budapest HUN
9120,Trofeul Techirghiol,2006,Techirghiol ROM
9121,Oklahoma State Championship,2006,Oklahoma City USA
9122,TCh-MNE Premier League,2010,Cetinje MNE
9123,22nd MGU Open,2011,Sofia BUL
9124,CUCA Women,2011,Luanda ANG
9125,Zonal 2.4,2011,Rio de Janeiro BRA
9126,2nd ch-Vojvodina,2011,Novi Sad SRB
9127,European Ind w Rapid 2012,2012,Gaziantep TUR
9128,Czech Open G1 Rapid 2013,2013,Pardubice CZE
9129,4NCL Team Rapid 2013,2013,Daventry ENG
9130,ch-CYP 2013,2013,Nikosia/Larnaca/Limassol CYP
9131,Martinique Open 2014,2014,Schoelcher FRA
9132,5th ch-Vojvodina Open,2014,Novi Sad SRB
9133,126th MGU Open 2014,2014,Sofia BUL
9134,128th MGU Open 2014,2014,Sofia BUL
9135,TCh-Madrid 2014-15,2015,Madrid ESP
9136,143rd MGU Open 2015,2015,Sofia BUL
9137,May UT Brownsville GM,2015,Brownsville USA
9138,Policka Open 2015,2015,Policka CZE
9139,Kecskemet IM July 2015,2015,Kecskemet HUN
9140,76th ch-ARM 1st League,2015,Yerevan ARM
9141,ch-POR Semi-Rapid Final,2015,Mirandela POR
9142,31st Sestao Open 2015,2015,Sestao ESP
9143,4th Lorca Open 2015,2015,Lorca ESP
9144,21st Bosnjaci Open,2016,Bosnjaci CRO
9145,April Lviv Tradition IMB,2016,Lviv UKR
9146,March Lviv Tradition IMA,2017,Lviv UKR
9147,3rd Ordu Open 2017,2017,Ordu TUR
9148,Memorial Day Classic 2017,2017,"Ontario, CA USA"
9149,207th MGU Open 2018,2018,Sofia BUL
9150,Sharjah Rapid 2018,2018,Sharjah UAE
9151,21st Iraklio Open 2018,2018,Athens GRE
9152,Grafica Yael GM 2018,2018,Buenos Aires ARG
9153,11th Calgary Int 2018,2018,Calgary CAN
9154,ch-UKR Semi-Final 2018,2018,Omelnyk UKR
9155,Galatasaray Blitz 2019,2019,Istanbul TUR
9156,1st Lasker Mem GM 2019,2019,Anogia GRE
9157,ch-FAI 2022,2022,Eidi FAI
9158,Rio Negro Open 2022,2022,Cipolletti ARG
9159,TCh-FRA Top 16 GpB 2022,2022,Chartres FRA
9160,Chess.com RCC Wk23 Swiss,2022,chess.com INT
9161,BICAPAWN Xacobeo GP B3,2022,Santiago de Compostela ESP
9162,TCh-YUG Women,2000,Kragujevac YUG
9163,Ciuc Premium A1,2002,Miercurea Ciuc ROM
9164,IV Geller Memorial,2008,Odessa UKR
9165,XII Bancpost A,2009,Miercurea Ciuc ROM
9166,Pushchino Autumn,2011,Pushchino RUS
9167,Albena Masters Open 2012,2012,Albena BUL
9168,Asian Junior Girls 2013,2013,Sharjah UAE
9169,82nd MGU Open 2013,2013,Sofia BUL
9170,PNWCC Opening Bl Sicilian,2020,lichess.org INT
9171,4th Balagne Open,2007,Calvi FRA
9172,ch-IND w,2007,Pune IND
9173,Far West Open,2008,Reno USA
9174,28th Geraardsbergen Open,2012,Geraardsbergen BEL
9175,ch-BLR U20 w 2014,2014,Minsk BLR
9176,TCh-ESP 2nd Div 2014,2014,Linares ESP
9177,O2C Doeberl Cup 2015,2015,Canberra AUS
9178,17th Dubai Chess Open,2015,Dubai UAE
9179,ch-Africa 2015,2015,Cairo EGY
9180,15th Bergamo Open 2016,2016,Bergamo ITA
9181,African Chess Lounge IM,2016,Cape Town RSA
9182,1st Thomas Georgiou Open,2017,Athens GRE
9183,1st Bamberg Open 2018,2018,Bamberg GER
9184,St Louis Inv GM 2019,2019,Saint Louis USA
9185,4NCL Online 5 Div2 Final,2022,lichess.org INT
9186,34th Pula Open 2022,2022,Pula CRO
9187,BICAPAWN Xacobeo GP B2,2022,Santiago de Compostela ESP
9188,Nordic Championships,2001,Bergen NOR
9189,ch-VSZ,2005,Vukovar CRO
9190,Sozina Open,2006,Bar SCG
9191,29th Southern CA Open,2007,Los Angeles USA
9192,8th Asian Continental Women,2009,Subic Bay PHI
9193,Ol Small Eur Countries,2009,Andorra la Vella AND
9194,Salento Open 2012,2012,Gallipoli ITA
9195,Open ch-BUL Women 2014,2014,Vratsa BUL
9196,Nebesna sotnya Mem Rapid,2015,Lutsk UKR
9197,ch-FRA Women Rapid 2016,2016,Monteux FRA
9198,BRAZOS 2016,2016,Hillsboro USA
9199,197th MGU Open 2017,2017,Sofia BUL
9200,Werner-Ott-Open 2019,2019,Kreuzberg GER
9201,Fredericia IM 2022,2022,Fredericia DEN
9202,Belgrade-Moscow,1998,Belgrade
9203,FRA-Cup final,1999,Monaco
9204,Western Class Championships,2004,Agoura Hills USA
9205,27th So Cal Open,2005,Los Angeles USA
9206,18th Belgrade Trophy,2005,Obrenovac SCG
9207,ch-NED U21,2008,Venlo NED
9208,20th Bunratty Masters,2013,Bunratty IRL
9209,14th ch-EUR Ind w,2013,Belgrade SRB
9210,13th TCh-BIH Premier League 2014,2014,Neum BIH
9211,Marchand Open 2015,2015,New York USA
9212,Tribute to the Flag 2015,2015,Rosario ARG
9213,Jeruchess Summer IM,2015,Jerusalem ISR
9214,38th Eastman Open 2015,2015,Ghent BEL
9215,2nd Gulf Coast New Year,2016,Fort Myers USA
9216,ch-ROU 2016,2016,Olanesti ROU
9217,FSIM April 2017,2017,Budapest HUN
9218,AZE-GER Women 2017,2017,Baku AZE
9219,4th Arica Open 2017,2017,Arica CHI
9220,Dutch League 2018-19,2018,Netherlands NED
9221,23rd Copa Mercosur 2019,2019,Buenos Aires ARG
9222,ch-Kumania 2020,2020,Kisujszallas HUN
9223,1st FIDE World Uni Rapid,2021,Tornelo INT
9224,Akva Gold 3 GM 2021,2021,Arandjelovac SRB
9225,Vezerkepzo GM Mar 2022,2022,Budapest HUN
9226,ch-NOR 2022,2022,Kongsvinger NOR
9227,Uppsala GM 2022,2022,Uppsala SWE
9228,ch-BEL 2022,2022,Bruges BEL
9229,TCh-ESP Rapid 2022,2022,Toledo ESP
9230,2nd Magistral Integration,2022,Montevideo URU
9231,BEL-chT 9798,1998,Antwerp
9232,Oberlin op,1999,Oberlin
9233,ch-NZL,2003,Wanganui NZL
9234,1st ch-Mediterranean w,2003,Beruit LIB
9235,1st Asean IM,2004,Bangkok THA
9236,XI Open,2005,Coria del Rio BRA
9237,6th Geller Memorial Open A,2010,Odessa UKR
9238,46th Capablanca Memorial Open B,2011,Havana CUB
9239,Vladivostok Russian Cup 2012,2012,Vladivostok RUS
9240,ch-BLR w 2013,2013,Minsk BLR
9241,ch-LTU w 2013,2013,Vilnius LTU
9242,ch-UZB Final w 2014,2014,Tashkent UZB
9243,ch-LAT 2014,2014,Riga LAT
9244,3rd Washington Int 2014,2014,Rockville USA
9245,ch-TUN 2014,2014,Mounastir TUN
9246,47th Italian Teams 2015,2015,Civitanova Marche ITA
9247,ch-Georgia State 2016,2016,Atlanta USA
9248,3rd ch-Francophonie Rapid,2016,Geneva SUI
9249,ch-NED Junior TB 2017,2017,Assen NED
9250,54th Mislata Open 2021,2021,Mislata ESP
9251,Caissa Hotel Kumru GpA,2022,Ayvalik TUR
9252,Charity Cup Prelim,2022,chess24.com INT
9253,Chess.com RCC Wk12 Swiss,2022,chess.com INT
9254,Chess.com RCC Wk20 Swiss,2022,chess.com INT
9255,Charlotte Fall IMF 2022,2022,Charlotte USA
9256,ISR-ch (Women),1998,Ramat Aviv
9257,PanAm Junior,2001,Yucay PER
9258,Cogas Open,2004,Almelo NED
9259,ch-ARG s/f,2006,Buenos Aires ARG
9260,XXV Open,2007,Novi Becej SRB
9261,sub-zt 2.3.4 Absoluto,2008,San Andres COL
9262,ch-ROU Women,2011,Sarata Monteoru ROU
9263,ch-CAN Youth U18,2011,Richmond Hill CAN
9264,ch-Euro Youth b18,2011,Albena BUL
9265,FSFMB February,2012,Budapest HUN
9266,TCh-ITA w 2012,2012,Arvier ITA
9267,10th Dieppe Open 2014,2014,Dieppe FRA
9268,Arab Championship 2014,2014,Amman JOR
9269,24th Kings Island Open,2015,Blue Ash USA
9270,ch-Commonwealth U20 2018,2018,New Delhi IND
9271,52nd Mislata Open 2018,2018,Mislata ESP
9272,Berkeley Summer GM Norm,2018,Berkeley USA
9273,ch-ISL Women 2021,2021,Reykjavik ISL
9274,7th Gligoric Cup 2021,2021,Backa Palanka SRB
9275,53rd Italian Teams GpB,2022,Montesilvano ITA
9276,Third Saturday IM Mix 277,2022,Novi Sad SRB
9277,IV Mar de Ajo Open 2022,2022,Mar de Ajo ARG
9278,MrDodgy Inv 3 GpB,2022,chess24.com INT
9279,19th Vandoeuvre Open 2022,2022,Vandoeuvre les Nancy FRA
9280,ch-Arab w,2004,Dubai UAE
9281,Tch-FIN 2004-5,2004,Finland FIN
9282,WYG12,2006,Batumi GEO
9283,12th ECC Women,2007,Kemer TUR
9284,37th ch-LIB,2011,Beirut LIB
9285,LBV Open A 2012,2012,Roosendaal NED
9286,6th OGD Prinsenstad,2013,Delft NED
9287,17th OIBM 2013,2013,Bad Wiessee GER
9288,Arab Clubs 2013,2013,Monastir TUN
9289,VI Carlos I Open 2014,2014,Sanxenxo ESP
9290,41st ch-IND w 2014,2014,Sangli IND
9291,ch-CHN 2015,2015,Xinghua CHN
9292,48th TCh-BUL Women 2015,2015,Sunny Beach BUL
9293,78th Tata Steel GpB,2016,Wijk aan Zee NED
9294,WWRR 2016,2016,Wachtebeke BEL
9295,169th MGU Open 2016,2016,Sofia BUL
9296,Nis Open 2016,2016,Nis SRB
9297,196th MGU Open 2017,2017,Sofia BUL
9298,Orbis 2 GM 2018,2018,Paracin SRB
9299,13th ch-SRB w 2019,2019,Guca SRB
9300,3rd Schilcherland Open,2020,Deutschlandsberg AUT
9301,FIDE World Uni Team Blitz,2021,chess24.com INT
9302,Third Saturday IM Mix 252,2022,Novi Sad SRB
9303,LOTTO ch-POL Loser,2022,Kruszwica POL
9304,31st SEA Rapid Women 2022,2022,Ha Long VIE
9305,21st ch-Euro Seniors +50,2022,Lublin POL
9306,Copa Mercosur 2022,2022,Buenos Aires ARG
9307,MrDodgy Inv 3 GpA,2022,chess24.com INT
9308,1st Al-Beruniy Open 2022,2022,Khiva UZB
9309,Rotherham m,1997,Rotherham
9310,GER CupT 9798,1998,Lippstadt
9311,Wch Seniors (Women),1998,Grieskirchen
9312,World op-B,1999,Philadelphia
9313,BUL-GRE (Women),1999,Corfu
9314,TCh-SRB w,2009,Pozarevac SRB
9315,15th HZ Open,2011,Vlissingen NED
9316,US Chess League KO Final 2012,2012,ICC INT
9317,TCh-NOR Eliteserien 2013-14,2014,Oslo NOR
9318,Zonal 4.2 2014,2014,Cairo EGY
9319,18th Sants Open 2016,2016,Barcelona ESP
9320,TCh-POL 1st League 2017,2017,Poronin POL
9321,ch-PAR 2019,2019,Asuncion PAR
9322,TCh-EUR Senior +65 2022,2022,Dresden GER
9323,130th ch-NZL Open 2023,2023,Wellington NZL
9324,London m,1998,London
9325,Petrov Mem Open,2002,St Petersburg RUS
9326,Heroes Day Candidates,2005,Bridgetown BAR
9327,FSGM March,2008,Budapest HUN
9328,16th Nikea Open,2008,Athens GRE
9329,Noteboom Mem,2010,Leiden NED
9330,Portuguese Honra,2011,Vila Nova de Gaia POR
9331,2nd Livigno Open A,2011,Livigno ITA
9332,Mediterranean Flowerbud,2012,Rijeka CRO
9333,22nd Gorges Open,2012,Gorges FRA
9334,134th MGU Open 2015,2015,Sofia BUL
9335,TCh-GEO Club 2015,2015,Ureki GEO
9336,49th Biel Master Open,2016,Biel SUI
9337,XXIII Trevias Open 2017,2017,Trevias ESP
9338,Banicky kahanec GM 2017,2017,Bojnice SVK
9339,Third Saturday IM 2017,2017,Novi Sad SRB
9340,American Continental TB,2018,Montevideo URU
9341,ch-SVK 2018,2018,Banska Stiavnica SVK
9342,ch-IND U19 2018,2018,New Delhi IND
9343,15th Vandoeuvre Open 2019,2019,Vandoeuvre les Nancy FRA
9344,TCh-CAT Gp2 2019,2019,Barcelona ESP
9345,2nd Belgrade Summer IM2,2019,Belgrade SRB
9346,1st Welsh Masters 2019,2019,Bridgend WLS
9347,59th ch-BRA Women 2020,2020,Rio de Janeiro BRA
9348,PNWCC-Sofia Hybrid 2021,2021,chess.com INT
9349,52nd Italian Teams Final,2021,Montesilvano ITA
9350,Women's World Team Pool A,2021,Sitges ESP
9351,28th Lazio Chess 2021,2021,Rome ITA
9352,12th Marmaris Karya IM,2022,Marmaris TUR
9353,Festival Jeunes IM 2022,2022,Paris FRA
9354,Chess.com Rapid Wk9 KO,2022,chess.com INT
9355,ICU Easter GM 2022,2022,Dublin IRL
9356,IM Dani Petrovca 2022,2022,Novi Sad SRB
9357,31st Keres Mem Rapid,2022,Tallinn EST
9358,13th World Teams Pool A,2022,Jerusalem ISR
9359,EU-ch U18 f-B 6768,1967,Groningen
9360,NED-ch U16 playoff,1999,Leiden
9361,Arab Boys U10,2000,Dubai UAE
9362,XIV Carlos Torre,2001,Merida MEX
9363,ch-RUS w 1st League,2003,Serpukhov RUS
9364,28th Nezhmetdinov mem,2006,Kazan RUS
9365,V ch-South America U20,2009,Cochabamba BOL
9366,Doroshkevicha Mem,2009,Belorechensk RUS
9367,3rd MGU Open,2010,Sofia BUL
9368,Zakopane Open,2011,Zakopane POL
9369,FSFMA2 July 2012,2012,Budapest HUN
9370,134th ch-New York State,2012,Colonie USA
9371,ch-ISR w 2014,2014,Beer-Sheva ISR
9372,119th ch-SUI Women 2019,2019,Leukerbad SUI
9373,ch-AUT Rapid 2021,2021,Graz AUT
9374,Vienna WIM Feb 2022,2022,Vienna AUT
9375,TCh-UKR,2007,Alushta UKR
